,Air_temperature_[K],Process_temperature_[K],Rotational_speed_[rpm],Torque_[Nm],Tool_wear_[min],Temp_Delta,Power_[W],Wear_per_Torque,Speed_Torque_Ratio,Type_H,Type_L,Type_M,Machine_failure
7466,300.3,311.6,1801,23.6,97,11.3,4450.966584,4.11016775,76.31352699,1,0,0,0
7467,300.3,311.6,1463,41.6,102,11.3,6373.328072,2.451922488,35.16826078,1,0,0,0
7468,300.3,311.6,1560,37.7,107,11.3,6158.778238,2.838195534,41.37929937,0,1,0,0
7469,300.3,311.6,1607,33.5,109,11.3,5637.535657,3.253730372,47.97013493,0,1,0,0
7470,300.4,311.6,1332,54.6,111,11.2,7615.974575,2.032966661,24.39559993,0,1,0,0
7471,300.3,311.7,1365,53.3,113,11.4,7618.833424,2.120074649,25.60975129,0,1,0,0
7472,300.3,311.6,1617,32.5,115,11.3,5503.284931,3.53846045,49.75383084,0,0,1,0
7473,300.3,311.6,1304,62.8,118,11.3,8575.62641,1.878980593,20.7643279,0,0,1,0
7474,300.3,311.7,1989,22.3,121,11.4,4644.813322,5.426006535,89.19278512,0,1,0,0
7475,300.3,311.6,1339,53.4,123,11.3,7487.734762,2.303370355,25.07490167,1,0,0,0
7476,300.2,311.5,1492,41.8,128,11.3,6530.91036,3.062200224,35.69377137,0,1,0,0
7477,300.1,311.3,1518,40.2,130,11.2,6390.376449,3.233830041,37.76118464,0,0,1,0
7478,300.1,311.3,1479,39.5,133,11.2,6117.780454,3.367087755,37.4430285,0,1,0,0
7479,300.1,311.3,1523,34.1,135,11.2,5438.547178,3.958943121,44.6627435,0,0,1,0
7480,300.2,311.4,1570,35.3,138,11.2,5803.673548,3.909347334,44.47590808,0,0,1,0
7481,300.2,311.4,1506,36.1,141,11.2,5693.257039,3.905816093,41.71743997,1,0,0,0
7482,300.2,311.6,1510,47.5,146,11.4,7511.024436,3.073683563,31.78946699,0,0,1,0
7483,300.2,311.6,1671,28.8,149,11.4,5039.617271,5.173609315,58.02081319,0,1,0,0
7484,300.3,311.6,1312,53.4,151,11.3,7336.749819,2.827714826,24.56928379,0,0,1,0
7485,300.3,311.6,1595,38.8,154,11.3,6480.686765,3.969071142,41.10823683,0,1,0,0
7486,300.3,311.7,1635,31.8,156,11.4,5444.694228,4.905658835,51.41507817,0,1,0,0
7487,300.3,311.7,1707,33.6,158,11.4,6006.222499,4.702379553,50.80355631,0,1,0,0
7488,300.3,311.7,1545,43.5,160,11.4,7037.952942,3.678160074,35.51723321,0,1,0,0
7489,300.2,311.6,1751,28,162,11.4,5134.200154,5.785712219,62.53569195,0,0,1,0
7490,300.4,311.8,1707,30,165,11.4,5362.69866,5.499998167,56.89998103,0,0,1,0
7491,300.4,311.8,1320,57.9,168,11.4,8003.521444,2.901553903,22.79792352,0,1,0,0
7492,300.3,311.7,1319,51.4,170,11.4,7099.64335,3.307392353,25.66147361,0,0,1,0
7493,300.2,311.7,1448,54.2,173,11.5,8218.573933,3.19188133,26.71586223,0,1,0,0
7494,300.2,311.8,1436,48.2,175,11.6,7248.198795,3.630704641,29.79252494,0,1,0,0
7495,300.3,311.9,1609,34,177,11.6,5728.798924,5.205880822,47.32351549,0,1,0,0
7496,300.2,311.8,1464,44.5,179,11.6,6822.282607,4.022471006,32.89886901,0,1,0,0
7497,300.3,311.8,1483,45.1,181,11.5,7004.002798,4.01330288,32.88247608,0,0,1,0
7498,300.2,311.8,1748,28.5,184,11.6,5216.928761,6.456138086,61.33331181,0,0,1,0
7499,300.3,311.8,1746,26.3,187,11.5,4808.710211,7.110263456,66.38780746,0,1,0,0
7500,300.2,311.8,1410,51.4,189,11.6,7589.459533,3.677042086,27.43190128,0,1,0,0
7501,300.2,311.7,1640,30.8,191,11.5,5289.604271,6.201296688,53.24673596,0,1,0,0
7502,300.3,311.7,1655,29.9,193,11.4,5182.004722,6.45484734,55.35115206,1,0,0,0
7503,300.3,311.7,1646,28.9,198,11.4,4981.455919,6.851208702,56.95499759,0,0,1,0
7504,300.4,311.8,1589,42,201,11.4,6988.787017,4.785713146,37.83332433,0,1,0,0
7505,300.5,311.9,1546,39.4,203,11.4,6378.731612,5.152282956,39.23856872,0,1,0,0
7506,300.5,311.9,1511,41.8,205,11.4,6614.078789,4.904305047,36.14831671,0,1,0,0
7507,300.5,311.9,1750,28.3,207,11.4,5186.245872,7.314485048,61.83743398,0,1,0,0
7508,300.5,311.9,1730,27.5,209,11.4,4982.04235,7.599997236,62.90906803,0,0,1,0
7509,300.6,311.9,1372,60.1,212,11.3,8634.897792,3.527453656,22.82861517,0,1,0,1
7510,300.5,311.8,1524,38.9,214,11.3,6208.164075,5.501283933,39.17736782,0,1,0,1
7511,300.4,311.8,1601,36.1,0,11.4,6052.393439,0,44.34901819,0,1,0,0
7512,300.5,311.8,1636,34.4,2,11.3,5893.460267,0.058139518,47.55812571,0,0,1,0
7513,300.4,311.8,2261,14.9,5,11.4,3527.893358,0.335570245,151.7448646,0,1,0,0
7514,300.4,311.8,1636,32.3,7,11.4,5533.685076,0.216718199,50.65013912,0,1,0,0
7515,300.4,311.9,1335,58.3,9,11.5,8150.390901,0.154373901,22.89879539,0,0,1,0
7516,300.3,311.7,1236,57.5,12,11.4,7442.432996,0.208695616,21.49564844,0,0,1,0
7517,300.3,311.7,1445,47.3,15,11.4,7157.438183,0.317124669,30.54967642,0,1,0,0
7518,300.2,311.5,1500,40.8,17,11.3,6408.849013,0.416666565,36.76469687,0,1,0,0
7519,300.2,311.6,1999,21,19,11.4,4396.0306,0.904761474,95.19043086,0,1,0,0
7520,300.2,311.6,1529,35.5,21,11.4,5684.135948,0.591549129,43.0704104,0,1,0,0
7521,300.2,311.6,1467,40.7,23,11.4,6252.491947,0.565110426,36.04421719,0,0,1,0
7522,300.1,311.5,1334,54,26,11.4,7543.59228,0.481481392,24.70369913,0,1,0,0
7523,300.1,311.5,1343,46.2,28,11.4,6497.504758,0.606060475,29.06925778,0,0,1,0
7524,300.2,311.5,1639,31.1,31,11.3,5337.869606,0.996784245,52.70094768,0,1,0,0
7525,300.1,311.5,1383,49.1,33,11.4,7111.026387,0.672097623,28.16700037,1,0,0,0
7526,300.1,311.4,1660,31.4,38,11.3,5458.412516,1.210190697,52.8662252,0,1,0,0
7527,300.1,311.3,1470,45.2,40,11.2,6957.999409,0.884955556,32.5221167,0,1,0,0
7528,300.1,311.3,1748,26.6,42,11.2,4869.13351,1.578946775,65.71426101,0,0,1,0
7529,300.1,311.4,1467,35.7,45,11.3,5484.372543,1.260503849,41.09242546,0,1,0,0
7530,300.1,311.4,1617,39.3,47,11.3,6654.74147,1.195928449,41.1450277,0,0,1,0
7531,300.1,311.4,1377,56.7,50,11.3,8176.089129,0.88183406,24.28571,1,0,0,0
7532,300,311.3,1629,32.1,55,11.3,5475.890243,1.713395105,50.74764774,0,0,1,0
7533,300,311.2,1504,37.9,58,11.2,5969.193593,1.530342604,39.68336684,0,1,0,0
7534,300,311.2,1418,47.3,60,11.2,7023.700584,1.268498675,29.97885201,0,1,0,0
7535,300,311.2,1629,31.7,62,11.2,5407.654851,1.955835345,51.38799641,0,1,0,0
7536,300.1,311.3,2579,12.5,64,11.2,3375.903106,5.119995904,206.3198349,0,1,0,1
7537,300.1,311.3,1305,64.7,66,11.2,8841.855444,1.020092578,20.17001234,0,1,0,0
7538,300.2,311.4,1450,38.5,68,11.2,5845.98033,1.766233307,37.66232788,0,0,1,0
7539,300.2,311.3,1487,36.9,71,11.1,5746.004379,1.92411872,40.29809206,0,1,0,0
7540,300.2,311.3,1587,31.2,73,11.1,5185.135843,2.33974284,50.86536831,0,0,1,0
7541,300.3,311.5,1528,40.9,76,11.2,6544.48204,1.858190255,37.35940407,0,0,1,0
7542,300.4,311.6,1401,49.9,79,11.2,7320.947608,1.583166015,28.07614668,0,0,1,0
7543,300.3,311.5,1446,45,82,11.2,6814.114466,1.822221817,32.13332619,0,1,0,0
7544,300.2,311.4,1425,44.2,84,11.2,6595.773776,1.900452059,32.23981171,0,1,0,0
7545,300.2,311.4,1891,22.6,86,11.2,4475.366287,3.805308051,83.67252935,0,1,0,0
7546,300.2,311.5,1454,42.8,88,11.3,6516.836025,2.056074286,33.97195468,1,0,0,0
7547,300.1,311.4,1430,40.9,93,11.3,6124.744318,2.273838075,34.96331663,0,1,0,0
7548,300.2,311.4,1495,43.6,95,11.2,6825.843078,2.178898583,34.28898296,0,1,0,0
7549,300.3,311.4,1544,41.6,97,11.1,6726.191759,2.331730209,37.11537569,0,1,0,0
7550,300.3,311.4,1554,34.3,99,11.1,5581.793331,2.886296535,45.30610924,0,0,1,0
7551,300.2,311.3,1491,37.3,102,11.1,5823.915877,2.734583717,39.97317963,0,0,1,0
7552,300.3,311.3,1525,40.7,105,11,6499.693401,2.579851946,37.46927826,0,1,0,0
7553,300.3,311.3,1505,39.6,107,11,6241.087966,2.70201952,38.00504091,0,1,0,0
7554,300.3,311.4,1371,50.2,109,11.1,7207.25337,2.171314309,27.31075153,0,0,1,0
7555,300.3,311.3,1332,60.5,112,11,8438.946186,1.851239363,22.01652529,0,1,0,0
7556,300.3,311.4,1471,37,114,11.1,5699.582112,3.081080248,39.75674601,0,1,0,0
7557,300.4,311.5,1750,27.3,116,11.1,5002.986301,4.249082693,64.10254062,0,0,1,0
7558,300.3,311.4,1386,48.1,119,11.1,6981.310027,2.47401196,28.81496282,0,0,1,0
7559,300.4,311.4,1355,56.2,122,11,7974.514072,2.170818119,24.11031599,0,0,1,0
7560,300.3,311.3,1377,53.8,125,11,7757.911731,2.323419642,25.59479078,0,0,1,0
7561,300.3,311.1,1388,49.4,128,10.8,7180.340393,2.591092593,28.0971603,0,1,0,0
7562,300.3,311.1,1350,58.7,130,10.8,8298.516994,2.214650389,22.9982925,0,0,1,0
7563,300.4,311.2,1831,23.4,133,10.8,4486.759796,5.683758255,78.24782981,0,0,1,0
7564,300.3,311.2,1381,65.2,136,10.9,9429.092415,2.085889251,21.18097835,0,0,1,1
7565,300.3,311.2,1783,25.6,139,10.9,4779.912278,5.429685379,69.64841029,0,0,1,0
7566,300.3,311,1613,34.7,142,10.7,5861.279886,4.092217841,46.48413646,0,1,0,0
7567,300.2,311,2370,14.7,144,10.8,3648.331549,9.795911703,161.2243801,0,0,1,0
7568,300.2,311,1627,33.7,147,10.8,5741.773701,4.36201651,48.27891742,0,1,0,0
7569,300.2,311,1255,71.8,149,10.8,9436.192414,2.075208625,17.4791062,0,1,0,1
7570,300.2,311,1777,27.5,151,10.8,5117.392633,5.490907094,64.61815832,1,0,0,0
7571,300.3,311.1,1606,30.9,156,10.8,5196.759736,5.048542055,51.97409321,0,1,0,0
7572,300.3,311.1,1676,28.6,158,10.8,5019.594854,5.524473593,58.60137811,0,1,0,0
7573,300.3,311.1,1605,37.1,160,10.8,6235.590178,4.312667301,43.26144386,0,1,0,0
7574,300.4,311.1,1487,37.4,162,10.7,5823.863517,4.331549644,39.75934766,0,1,0,0
7575,300.4,311.2,1471,46.5,164,10.8,7162.98833,3.526880962,31.6344018,0,1,0,0
7576,300.3,311.1,1477,44.2,166,10.8,6836.461661,3.755655259,33.41628203,0,0,1,0
7577,300.4,311.2,1530,32,169,10.8,5127.079211,5.28124835,47.81248506,0,1,0,0
7578,300.4,311.2,1673,28.9,171,10.8,5063.168744,5.91695297,57.88925333,0,1,0,0
7579,300.4,311.2,1436,56.8,173,10.8,8541.445882,3.045774112,25.28168569,0,1,0,0
7580,300.4,311.3,1495,51.2,175,10.9,8015.668936,3.417968082,29.19921305,0,1,0,0
7581,300.4,311.2,1366,56.1,177,10.8,8024.947106,3.155079652,24.34937177,0,0,1,0
7582,300.4,311.2,1489,45.3,180,10.8,7063.525506,3.973509057,32.86974992,1,0,0,0
7583,300.3,311.1,1480,46.6,185,10.8,7222.312071,3.96995623,31.75964984,0,1,0,0
7584,300.4,311.2,1472,37.3,187,10.8,5749.700987,5.013403482,39.46379639,0,1,0,0
7585,300.4,311.1,1397,50.8,189,10.7,7431.709693,3.720471709,27.49999459,0,1,0,0
7586,300.4,311.1,1589,35.5,191,10.7,5907.189026,5.380280175,44.76055077,0,1,0,0
7587,300.4,311.1,1405,54.1,193,10.7,7959.800947,3.567466993,25.97042034,0,1,0,0
7588,300.4,311.1,2013,20.1,195,10.7,4237.097428,9.701487711,100.1492039,0,1,0,0
7589,300.4,311,1802,26,197,10.6,4906.329967,7.576920163,69.30766565,0,1,0,0
7590,300.4,311,1433,46.1,199,10.6,6917.923159,4.316701884,31.08459196,0,0,1,0
7591,300.5,311.1,1296,61.3,202,10.6,8319.440002,3.29526863,21.14192151,0,0,1,1
7592,300.5,311.2,1551,36.6,205,10.7,5944.584451,5.601091366,42.3770376,0,0,1,0
7593,300.5,311.2,1270,67.5,208,10.7,8977.101008,3.081481025,18.81481203,0,1,0,1
7594,300.6,311.3,1531,38.5,0,10.7,6172.548886,0,39.76622344,0,1,0,0
7595,300.5,311.2,1397,45.2,2,10.7,6612.466105,0.044247778,30.90707281,1,0,0,0
7596,300.5,311.1,1547,37.2,7,10.6,6026.454356,0.188171992,41.58601033,0,1,0,0
7597,300.5,311,2074,18.9,9,10.5,4104.867793,0.476190224,109.7353917,0,1,0,0
7598,300.5,311.1,1491,42.6,11,10.6,6651.442798,0.258215902,34.99999178,0,1,0,0
7599,300.5,311,1759,28.3,13,10.5,5212.917994,0.459363795,62.15545507,0,1,0,0
7600,300.4,311,1595,35.4,15,10.6,5912.791533,0.423728694,45.05648445,0,0,1,0
7601,300.4,311.2,1351,62,18,10.8,8771.536128,0.290322534,21.79031907,0,1,0,0
7602,300.4,311.2,1705,28.7,20,10.8,5124.304137,0.696863869,59.40764481,0,1,0,0
7603,300.4,311.2,1406,43.6,22,10.8,6419.48854,0.50458704,32.24769903,0,1,0,0
7604,300.4,311.3,1639,34.6,24,10.9,5938.594481,0.693641418,47.36992851,0,1,0,0
7605,300.4,311.3,2026,20.3,26,10.9,4306.893145,1.280787546,99.8029065,1,0,0,0
7606,300.4,311.3,1350,56.5,31,10.9,7987.499322,0.548672469,23.89380108,0,0,1,0
7607,300.5,311.3,1468,41.1,34,10.8,6318.245481,0.827250407,35.71775287,0,0,1,0
7608,300.5,311.4,1642,27.1,37,10.9,4659.840607,1.365313149,60.59038355,0,1,0,0
7609,300.5,311.3,1490,41.8,39,10.8,6522.155788,0.933014131,35.64592449,0,1,0,0
7610,300.5,311.3,1507,43.4,41,10.8,6849.06992,0.944700243,34.7234943,0,0,1,0
7611,300.5,311.4,1611,32.7,44,10.9,5516.605284,1.345565338,49.26603998,0,1,0,0
7612,300.5,311.4,1743,27.6,46,10.9,5037.732316,1.666666063,63.15215103,0,0,1,0
7613,300.5,311.3,1475,46.3,49,10.8,7151.573877,1.058315106,31.85744452,0,1,0,0
7614,300.5,311.4,1432,47.5,51,10.9,7123.037743,1.073683984,30.14736207,0,1,0,0
7615,300.5,311.4,1442,47,53,10.9,7097.276683,1.127659335,30.68084454,0,1,0,0
7616,300.6,311.4,1468,40.4,55,10.8,6210.635461,1.361385802,36.33662467,0,0,1,0
7617,300.5,311.4,1556,45.3,58,10.9,7381.360435,1.280352918,34.34877829,0,1,0,0
7618,300.5,311.4,1312,51.4,60,10.9,7061.965182,1.167314948,25.52528686,0,0,1,0
7619,300.6,311.5,1459,47,63,10.9,7180.947768,1.340425247,31.04254659,0,1,0,0
7620,300.5,311.5,1651,36.9,65,11,6379.726449,1.761517138,44.7425353,0,1,0,0
7621,300.5,311.5,1490,38.4,67,11,5991.645509,1.744791212,38.80207323,0,1,0,0
7622,300.6,311.6,1473,31.5,69,11,4858.944278,2.190475495,46.76188992,0,0,1,0
7623,300.6,311.7,1734,29.9,72,11.1,5429.363256,2.40802595,57.99329164,0,1,0,0
7624,300.6,311.7,1507,45.5,74,11.1,7180.476529,1.626373269,33.12087184,0,1,0,0
7625,300.6,311.7,1556,34.9,76,11.1,5686.74347,2.177649806,44.58451445,0,1,0,0
7626,300.5,311.6,1351,53.5,78,11.1,7568.98682,1.457943653,25.25233173,1,0,0,0
7627,300.5,311.7,1445,44.8,83,11.2,6779.138067,1.852678158,32.25445709,0,1,0,0
7628,300.5,311.7,1619,32.7,85,11.2,5543.999972,2.599387584,49.51068822,0,1,0,0
7629,300.5,311.7,1269,64,87,11.2,8504.919632,1.359374788,19.8281219,0,0,1,0
7630,300.5,311.6,1534,37.7,90,11.1,6056.131934,2.387267271,40.68964438,0,1,0,0
7631,300.5,311.6,1444,49.3,92,11.1,7454.915591,1.866125382,29.29005491,0,1,0,0
7632,300.5,311.6,1744,26.8,94,11.1,4894.517578,3.507461378,65.07460258,0,1,0,0
7633,300.4,311.5,1441,44.6,96,11.1,6730.192054,2.152465885,32.3094098,0,1,0,0
7634,300.3,311.3,1506,40.7,98,11,6418.713614,2.407861816,37.00244791,0,0,1,0
7635,300.3,311.4,1526,38.5,101,11.1,6152.390333,2.623375942,39.63635334,0,1,0,0
7636,300.4,311.5,1704,29.7,103,11.1,5299.741143,3.4680123,57.37371806,0,1,0,0
7637,300.4,311.4,1445,52.4,105,11,7929.170418,2.003816411,27.57633062,1,0,0,0
7638,300.5,311.5,1661,35.9,110,11,6244.428526,3.064065999,46.26739658,0,1,0,0
7639,300.5,311.4,1466,41.8,112,10.9,6417.10093,2.679425196,35.07176194,0,1,0,0
7640,300.4,311.3,1608,35.1,114,10.9,5910.466755,3.247862323,45.81195276,0,1,0,0
7641,300.4,311.4,1352,57.3,116,11,8112.597541,2.024432456,23.59510932,0,0,1,0
7642,300.4,311.4,1604,31.7,119,11,5324.664445,3.753942033,50.59935312,0,0,1,0
7643,300.4,311.4,1427,50.7,122,11,7576.359091,2.406311162,28.14595106,1,0,0,0
7644,300.4,311.4,1424,44.6,127,11,6650.793536,2.847532994,31.92824396,0,1,0,0
7645,300.4,311.4,1662,29.3,129,11,5099.496027,4.402728873,56.72353013,0,1,0,0
7646,300.4,311.4,1936,23.9,131,11,4845.424957,5.481169255,81.00415021,0,1,0,0
7647,300.4,311.4,1728,31.7,133,11,5736.296858,4.195582273,54.51102381,0,1,0,0
7648,300.4,311.4,1552,28.8,135,11,4680.721726,4.687498372,53.88887018,0,1,0,0
7649,300.4,311.5,1662,29,137,11.1,5047.282757,4.724136302,57.31032507,1,0,0,0
7650,300.3,311.4,1343,57.7,142,11.1,8114.849016,2.461004773,23.27555922,0,1,0,0
7651,300.4,311.5,1476,32.6,144,11.1,5038.863289,4.417176559,45.27605973,0,0,1,0
7652,300.3,311.4,1346,51.1,147,11.1,7202.687589,2.876711766,26.34050365,0,1,0,0
7653,300.4,311.5,1492,44.6,149,11.1,6968.387609,3.340806426,33.4529073,0,1,0,0
7654,300.3,311.5,1540,41.5,151,11.2,6692.63955,3.63855334,37.10842479,0,0,1,0
7655,300.4,311.5,1596,32.5,154,11.1,5431.813698,4.73846008,49.1076772,0,1,0,0
7656,300.5,311.6,1541,47.8,156,11.1,7713.636218,3.263597644,32.23848698,0,1,0,0
7657,300.5,311.6,1661,30,158,11.1,5218.185398,5.266664911,55.36664821,0,1,0,0
7658,300.4,311.6,1359,55.4,160,11.2,7884.203755,2.888086121,24.53068149,0,0,1,0
7659,300.5,311.6,1528,42.4,163,11.1,6784.499719,3.844338716,36.03772735,0,1,0,0
7660,300.5,311.6,1246,52.9,165,11.1,6902.435107,3.119092038,23.55387078,0,0,1,0
7661,300.5,311.6,1575,32.5,168,11.1,5360.342465,5.169229179,48.46152355,0,1,0,0
7662,300.5,311.6,1658,30.4,170,11.1,5278.210761,5.592103424,54.53945574,0,0,1,0
7663,300.5,311.6,1385,54.8,173,11.1,7948.019974,3.15693373,25.27371802,0,1,0,0
7664,300.5,311.7,1454,50.3,175,11.2,7658.804954,3.479124557,28.90655489,1,0,0,0
7665,300.5,311.6,1497,40.5,180,11.1,6349.001673,4.444443347,36.96295384,0,1,0,0
7666,300.6,311.7,1424,50.8,182,11.1,7575.34331,3.58267646,28.03149054,0,0,1,0
7667,300.6,311.7,1528,43.9,185,11.1,7024.517398,4.214122047,34.8063702,0,1,0,0
7668,300.6,311.8,1539,37,187,11.2,5963.057016,5.054052688,41.59458335,0,1,0,0
7669,300.7,311.8,1336,58.4,189,11.1,8170.486622,3.236300816,22.87670841,0,1,0,1
7670,300.5,311.6,1525,37.6,191,11.1,6004.630759,5.079785883,40.55849985,0,1,0,0
7671,300.5,311.6,1456,51.1,193,11.1,7791.317333,3.776907284,28.49314511,0,0,1,0
7672,300.5,311.7,2141,17.2,196,11.2,3856.325926,11.39534221,124.4766718,0,0,1,0
7673,300.5,311.6,1476,39.1,199,11.1,6043.54462,5.089512765,37.74935096,0,0,1,0
7674,300.5,311.6,1509,47.2,202,11.1,7458.643614,4.27966011,31.97033221,0,1,0,0
7675,300.5,311.6,1447,45.4,204,11.1,6879.438649,4.493391081,31.87223968,0,1,0,0
7676,300.6,311.7,1448,49.1,206,11.1,7445.239486,4.195518494,29.49082902,0,1,0,0
7677,300.6,311.7,1428,52.6,208,11.1,7865.794022,3.954371872,27.14828381,0,1,0,0
7678,300.6,311.7,1389,52.1,210,11.1,7578.244047,4.030709399,26.6602636,0,0,1,0
7679,300.7,311.7,1635,32.4,213,11,5547.424308,6.574072045,50.46294739,0,1,0,0
7680,300.7,311.7,1395,43.7,215,11,6383.873352,4.919907341,31.92218949,0,1,0,0
7681,300.7,311.8,1443,43.7,217,11.1,6603.53351,4.965673921,33.02058741,0,1,0,0
7682,300.7,311.7,1412,49.1,219,11,7260.136847,4.460284224,28.75763162,0,0,1,0
7683,300.7,311.7,1524,43.5,222,11,6942.291446,5.103447103,35.0344747,0,1,0,0
7684,300.7,311.8,1407,42.4,224,11.1,6247.245487,5.283017622,33.18395444,0,0,1,0
7685,300.8,311.7,1397,43.5,227,10.9,6363.767159,5.218389605,32.11493515,0,1,0,0
7686,300.7,311.7,1504,36.9,229,11,5811.695082,6.205960378,40.75879654,0,0,1,0
7687,300.7,311.7,2097,18.9,232,11,4150.389471,12.27512578,110.9523222,0,0,1,1
7688,300.6,311.7,1553,39.8,0,11.1,6472.665232,0,39.0200907,0,1,0,0
7689,300.6,311.7,1432,39.2,2,11.1,5878.380622,0.051020395,36.53060293,0,1,0,0
7690,300.5,311.6,1577,36.5,4,11.1,6027.721465,0.109589011,43.20546761,0,0,1,0
7691,300.5,311.5,1370,56.1,7,11,8048.446219,0.124777161,24.42067301,0,0,1,0
7692,300.5,311.6,1506,36.2,10,11.1,5709.027834,0.276243018,41.60219845,1,0,0,0
7693,300.6,311.6,1964,21.4,15,11,4401.32942,0.700934252,91.77565805,0,1,0,0
7694,300.6,311.7,1500,36.7,17,11.1,5764.822519,0.463215133,40.87192347,1,0,0,0
7695,300.6,311.7,1488,47.7,22,11.1,7432.756891,0.461215836,31.19496201,0,1,0,0
7696,300.6,311.5,1282,60.2,24,10.9,8081.893709,0.39867103,21.29567753,1,0,0,0
7697,300.5,311.4,1400,45.1,29,10.9,6612.005338,0.643015378,31.04212172,0,1,0,0
7698,300.6,311.5,1419,38.6,31,10.9,5735.857035,0.8031086,36.76164851,0,1,0,0
7699,300.7,311.5,1441,40.6,33,10.8,6126.587385,0.812807682,35.4926021,0,0,1,0
7700,300.7,311.6,1348,62.5,36,10.9,8822.639369,0.575999908,21.56799655,0,0,1,0
7701,300.8,311.7,1468,38.7,39,10.9,5949.29684,1.007751678,37.93280674,1,0,0,0
7702,300.7,311.7,1701,30.8,44,11,5486.351747,1.428570965,55.2272548,0,0,1,0
7703,300.7,311.7,1864,23.6,47,11,4606.663916,1.99152458,78.98301738,1,0,0,0
7704,300.6,311.6,1630,31.8,52,11,5428.043787,1.635219612,51.25784552,0,0,1,0
7705,300.5,311.5,1316,49.7,55,11,6849.216528,1.106639616,26.47886791,0,1,0,0
7706,300.5,311.5,1708,31.2,57,11,5580.473862,1.826922491,54.7435722,0,1,0,0
7707,300.5,311.4,1679,27.5,59,10.9,4835.172893,2.145453765,61.05452325,1,0,0,0
7708,300.5,311.4,1709,32.3,64,10.9,5780.603786,1.981423535,52.91020034,0,1,0,0
7709,300.5,311.4,1445,41.5,66,10.9,6279.781915,1.590361063,34.81926872,0,1,0,0
7710,300.5,311.4,1390,51.9,68,10.9,7554.587854,1.310211694,26.78226844,0,0,1,0
7711,300.4,311.4,1309,55.5,71,11,7607.83785,1.279279049,23.58558134,0,1,0,0
7712,300.5,311.5,1499,37.6,73,11,5902.256726,1.941488845,39.86701067,0,1,0,0
7713,300.5,311.4,2072,18.8,75,10.9,4079.211453,3.98935958,110.2127073,0,0,1,0
7714,300.5,311.5,1487,43,78,11,6695.885862,1.813953067,34.58138731,0,1,0,0
7715,300.5,311.5,1302,49.6,80,11,6762.71801,1.612902901,26.24999471,0,1,0,0
7716,300.5,311.5,1378,48.2,82,11,6955.444247,1.70124446,28.58920569,0,0,1,0
7717,300.5,311.6,1365,53,85,11.1,7575.950684,1.603773282,25.75471212,0,1,0,0
7718,300.6,311.7,1427,44.6,87,11.1,6664.805039,1.950672208,31.99550852,1,0,0,0
7719,300.6,311.7,1535,33.3,92,11.1,5352.802643,2.762761933,46.09608225,1,0,0,0
7720,300.5,311.6,1476,41.7,97,11.1,6445.417152,2.326138531,35.39567497,1,0,0,0
7721,300.5,311.6,1425,42.4,102,11.1,6327.167604,2.40565981,33.60848264,0,1,0,0
7722,300.5,311.7,1409,54.7,104,11.2,8070.992383,1.90127936,25.75867902,0,1,0,0
7723,300.5,311.6,1730,30.2,106,11.1,5471.188326,3.509932613,57.28474924,0,1,0,0
7724,300.5,311.6,1454,41.4,108,11.1,6303.668491,2.608695022,35.12076446,0,0,1,0
7725,300.6,311.7,1744,26.9,111,11.1,4912.780704,4.126392518,64.83268965,0,1,0,0
7726,300.8,311.9,1761,29,113,11.1,5347.933174,3.89655038,60.72411699,0,0,1,0
7727,300.7,311.9,1657,30.9,116,11.2,5361.787598,3.754044093,53.62457812,0,0,1,0
7728,300.7,311.8,1420,47,119,11.1,6988.996457,2.531914355,30.21275953,0,1,0,0
7729,300.7,311.9,1329,59.2,121,11.2,8239.01523,2.043918574,22.44932053,1,0,0,0
7730,300.6,311.9,1472,44.2,126,11.3,6813.318595,2.850678088,33.30315989,0,1,0,0
7731,300.6,312,1566,30.1,128,11.4,4936.133209,4.252490282,52.02656079,0,1,0,0
7732,300.6,312,1430,42.7,130,11.4,6394.292967,3.044495774,33.48945352,0,1,0,0
7733,300.6,312,1481,40.9,132,11.4,6343.179255,3.227383074,36.2102601,0,1,0,0
7734,300.6,312,1670,29.4,134,11.4,5141.530537,4.557821579,56.80270177,0,1,0,0
7735,300.6,312,1406,55.1,136,11.4,8112.702261,2.468239116,25.51723675,0,1,0,0
7736,300.6,312.1,1354,46.9,138,11.5,6649.976721,2.942430076,28.86992988,1,0,0,0
7737,300.5,312,1985,19.3,143,11.5,4011.866179,7.409322586,102.8496876,0,0,1,0
7738,300.5,312,1263,60.8,146,11.5,8041.471884,2.401315395,20.7730229,0,0,1,0
7739,300.5,311.9,1576,31.1,149,11.4,5132.69219,4.790995244,50.67522486,0,1,0,0
7740,300.5,312,1453,45.1,151,11.5,6862.316969,3.348114557,32.21728776,0,1,0,0
7741,300.5,312,1478,39,153,11.5,6036.256125,3.923075917,37.89742618,0,1,0,0
7742,300.5,311.9,1323,57.9,155,11.4,8021.711266,2.677028899,22.84973699,0,0,1,0
7743,300.5,311.9,1710,28.4,158,11.4,5085.610188,5.563378323,60.2112464,0,1,0,0
7744,300.4,311.7,1314,59.5,160,11.3,8187.304615,2.689075178,22.0840299,0,1,0,0
7745,300.4,311.7,1460,39.6,162,11.3,6054.477362,4.090908058,36.86867756,0,1,0,0
7746,300.4,311.7,1508,45.4,164,11.3,7169.449539,3.612334006,33.21585171,0,0,1,0
